,label,Disease Name,circBase ID,0_x,1_x,2_x,3_x,4_x,5_x,6_x,7_x,8_x,9_x,10_x,11_x,12_x,13_x,14_x,15_x,16_x,17_x,18_x,19_x,20_x,21_x,22_x,23_x,24_x,25_x,26_x,27_x,28_x,29_x,30_x,31_x,32_x,33_x,34_x,35_x,36_x,37_x,38_x,39_x,40_x,41_x,42_x,43_x,44_x,45_x,46_x,47_x,48_x,49_x,50_x,51_x,52_x,53_x,54_x,55_x,56_x,57_x,58_x,59_x,60_x,61_x,62_x,63_x,0_y,1_y,2_y,3_y,4_y,5_y,6_y,7_y,8_y,9_y,10_y,11_y,12_y,13_y,14_y,15_y,16_y,17_y,18_y,19_y,20_y,21_y,22_y,23_y,24_y,25_y,26_y,27_y,28_y,29_y,30_y,31_y,32_y,33_y,34_y,35_y,36_y,37_y,38_y,39_y,40_y,41_y,42_y,43_y,44_y,45_y,46_y,47_y,48_y,49_y,50_y,51_y,52_y,53_y,54_y,55_y,56_y,57_y,58_y,59_y,60_y,61_y,62_y,63_y
0,1,Pancreatic ductal adenocarcinoma,hsa_circ_0000977,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.045381397,-0.0408456,-0.046054512,0.048113022,0.04853624,-0.048550025,0.04907553,0.047303382,0.048102688,-0.04807871,-0.03661646,0.044022523,0.04305078,0.047472317,0.04861075,-0.048366033,-0.043392535,0.050192673,0.040760275,-0.04683458,0.04917003,-0.046032656,-0.045754764,-0.046595406,-0.04751743,-0.04725096,0.04543585,0.042720903,0.046505075,0.048478812,-0.04646874,-0.04748416,0.04982947,0.04910712,0.048251294,0.040380348,0.048451632,-0.046888057,-0.050887577,0.04858557,-0.036941078,-0.050696686,0.0434827,-0.04095817,-0.04553583,-0.04642794,-0.045962982,-0.049172424,-0.047325682,0.04158384,-0.04831493,-0.046711374,-0.04540292,0.04468376,-0.04241782,-0.040721677,-0.04682986,-0.045858428,-0.04161553,-0.05034152,0.05040483,-0.04794991,0.038649194,-0.045454886
1,1,Pancreatic ductal adenocarcinoma,hsa_circ_0006220,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.033047456,-0.02987367,-0.033660185,0.035174686,0.03520259,-0.035385028,0.035780046,0.034737926,0.03517846,-0.03504474,-0.026832644,0.032207254,0.031206854,0.03457546,0.03548461,-0.035390984,-0.031590812,0.03670984,0.029708635,-0.034091774,0.0361109,-0.033580188,-0.033235792,-0.03399635,-0.034745526,-0.03433445,0.033274204,0.031221999,0.03374992,0.03531258,-0.03377098,-0.03477983,0.036481332,0.035808735,0.035206888,0.029355735,0.035408475,-0.034337793,-0.037092626,0.035372026,-0.027037483,-0.03702873,0.031862795,-0.029765945,-0.033308093,-0.033791713,-0.033671353,-0.035941362,-0.034399014,0.030457174,-0.03516549,-0.034025233,-0.03318477,0.032701965,-0.030747347,-0.029580547,-0.034108687,-0.03348119,-0.030499239,-0.036741246,0.036715187,-0.034939427,0.028346833,-0.03311958
2,1,Pancreatic ductal adenocarcinoma,hsa_circ_0001666,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.040936545,-0.036914364,-0.04162526,0.043503247,0.04365444,-0.043806102,0.044297915,0.042861342,0.04347605,-0.04336716,-0.033139445,0.039812047,0.03873512,0.04281157,0.04391287,-0.043749195,-0.03910552,0.04538444,0.036757156,-0.04220095,0.04455582,-0.041559093,-0.041197557,-0.04208986,-0.042981904,-0.042573337,0.04112865,0.038615532,0.041857414,0.043732133,-0.041852932,-0.04296537,0.04510044,0.044325314,0.04356403,0.03638822,0.043784477,-0.04241152,-0.04592531,0.043807596,-0.03339274,-0.04581007,0.039352804,-0.03688665,-0.041174825,-0.041849773,-0.04156146,-0.04444412,-0.042615287,0.037626747,-0.043572422,-0.042136613,-0.041037872,0.04040197,-0.038145624,-0.036684398,-0.04222557,-0.041414164,-0.037665967,-0.04545462,0.04547184,-0.043268397,0.03500129,-0.040985197
3,1,Pancreatic ductal adenocarcinoma,hsa_circ_0043278,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.03974053,-0.035804734,-0.040375568,0.04218617,0.04243054,-0.042519543,0.04299949,0.041521106,0.04219089,-0.042111017,-0.03211159,0.038618963,0.037673395,0.04157341,0.04261202,-0.042412598,-0.03801346,0.04400667,0.035687413,-0.040980756,0.043172114,-0.040339816,-0.04000225,-0.04081675,-0.0416482,-0.041342087,0.039866608,0.03746589,0.040688228,0.042457335,-0.04066305,-0.041643903,0.04371363,0.043023437,0.042260423,0.0353485,0.042444214,-0.04113626,-0.04455065,0.042536948,-0.03242772,-0.04442332,0.038158223,-0.035829883,-0.039939053,-0.040645037,-0.04029048,-0.043110214,-0.041410122,0.036505293,-0.04230234,-0.040919308,-0.039802622,0.03917447,-0.037075806,-0.0356241,-0.041015603,-0.04019293,-0.03650083,-0.044088457,0.044146705,-0.04198091,0.033930987,-0.039796848
4,1,Pancreatic ductal adenocarcinoma,hsa_circ_0078297,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.024104672,-0.022016386,-0.024707137,0.025891183,0.025308596,-0.025819574,0.026137127,0.025792744,0.02580564,-0.025496991,-0.019827155,0.023684362,0.022550935,0.025133882,0.02598416,-0.026095763,-0.022910478,0.027045336,0.02167839,-0.024726111,0.026806386,-0.02458735,-0.024079079,-0.024981063,-0.02559311,-0.024941945,0.024654377,0.02290299,0.02436969,0.025749734,-0.024438156,-0.025647251,0.026973212,0.026185403,0.025817875,0.021304015,0.026059609,-0.025311938,-0.027119558,0.025715554,-0.019857561,-0.027166067,0.023519443,-0.021561392,-0.024526086,-0.024515448,-0.024771271,-0.026436284,-0.024889013,0.022479367,-0.025632143,-0.02479847,-0.024341095,0.024093287,-0.0220994,-0.021430138,-0.024791805,-0.02447211,-0.022518095,-0.026874982,0.0267769,-0.025528558,0.020997116,-0.024088474
5,1,Pancreatic ductal adenocarcinoma,hsa_circ_0000284,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.05451508,-0.048931338,-0.05518343,0.057609946,0.05856152,-0.058319747,0.058936317,0.056422237,0.05763872,-0.0577926,-0.043778416,0.052667443,0.05195954,0.057085432,0.05825301,-0.057887968,-0.052225575,0.060099028,0.048932947,-0.056359403,0.058664326,-0.05523603,-0.05507703,-0.055871848,-0.056865875,-0.05689276,0.054345906,0.05118004,0.056098342,0.05824939,-0.055967294,-0.056787997,0.05960196,0.05893788,0.05789869,0.04859095,0.058022164,-0.056060497,-0.061119124,0.058398977,-0.04420552,-0.060738724,0.0519969,-0.04931744,-0.05447353,-0.05583899,-0.05498542,-0.058895793,-0.056973394,0.04971061,-0.058098957,-0.05618077,-0.054391373,0.053450834,-0.051189743,-0.049037322,-0.056292742,-0.05502198,-0.049750537,-0.060348615,0.060572356,-0.057602882,0.046175834,-0.054664824
6,1,Pancreatic ductal adenocarcinoma,hsa_circ_0001946,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.0069811307,-0.006916563,-0.008219646,0.00819834,0.0075803967,-0.008312382,0.008294173,0.008445794,0.008004637,-0.0076628365,-0.006135932,0.007245045,0.006394611,0.007150158,0.00790164,-0.008657803,-0.00679621,0.008352926,0.0061382013,-0.0077180425,0.008508176,-0.0076350616,-0.007178065,-0.008194475,-0.00822951,-0.0072673718,0.008271669,0.0072216536,0.0070289597,0.007701928,-0.006950543,-0.008296476,0.009002922,0.007810868,0.0082228575,0.0060884347,0.0084037315,-0.0077049276,-0.0083184475,0.008105688,-0.0056732832,-0.008335127,0.0076737246,-0.006017182,-0.0074232244,-0.0073061283,-0.007831926,-0.008487075,-0.0072579873,0.007019321,-0.00805821,-0.007718596,-0.0074824966,0.0071199806,-0.005941474,-0.006280042,-0.0073887683,-0.00761175,-0.006755875,-0.008362852,0.008098497,-0.008107319,0.006752913,-0.0075459555
7,1,Pancreatic ductal adenocarcinoma,hsa_circ_0005785,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.045196842,-0.040775727,-0.0459495,0.04802812,0.048219286,-0.048387475,0.04892626,0.047292456,0.047983155,-0.047893997,-0.03656704,0.043924253,0.042818647,0.04726605,0.04846285,-0.04829694,-0.043192044,0.05009238,0.04059928,-0.046615742,0.049177095,-0.045917064,-0.045507077,-0.046479996,-0.047427878,-0.047046933,0.045429654,0.042621616,0.046247486,0.048297398,-0.04622329,-0.047413126,0.049803123,0.04895027,0.048124384,0.04017948,0.048361734,-0.04681809,-0.0507202,0.04838528,-0.036838975,-0.050569892,0.043435045,-0.040737666,-0.04544021,-0.04620626,-0.04587667,-0.04907125,-0.04707465,0.041532733,-0.04813567,-0.046537943,-0.045293164,0.044594586,-0.04212624,-0.04052002,-0.046630148,-0.045717444,-0.04155993,-0.05017157,0.05022798,-0.04779917,0.038639314,-0.04527124
8,1,Pancreatic ductal adenocarcinoma,hsa_circ_0005397,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.038732808,-0.034989115,-0.03942322,0.04119616,0.041321386,-0.04150244,0.041980255,0.04057636,0.04115212,-0.041088425,-0.031349804,0.037671234,0.036669467,0.04051521,0.041533925,-0.041439254,-0.037020933,0.04294279,0.03479475,-0.0399896,0.042199615,-0.039361734,-0.03901356,-0.039857097,-0.04067092,-0.04030812,0.038991265,0.036550436,0.039638747,0.041386146,-0.039604977,-0.040684234,0.04273523,0.041966517,0.041289706,0.034419067,0.041492052,-0.040167853,-0.04350954,0.041509796,-0.03156961,-0.043368123,0.037269585,-0.03489185,-0.03895458,-0.03961695,-0.039394807,-0.042110756,-0.04034316,0.03563321,-0.041260626,-0.03987557,-0.038855694,0.038222965,-0.036097605,-0.034729287,-0.039968252,-0.03920676,-0.03564703,-0.043020908,0.043076366,-0.04098707,0.033170145,-0.038846206
9,1,Pancreatic ductal adenocarcinoma,hsa_circ_0006913,0.11733053,-0.11182492,-0.11942159,0.112851076,-0.09648368,-0.11474807,-0.12528121,-0.10208085,-0.1101447,0.112328924,-0.10025194,0.099756874,0.10581196,0.12052531,-0.10341904,0.100777514,-0.112875596,0.1116427,0.12244027,0.109423794,0.10907316,0.11059691,0.10720346,-0.08885408,-0.0961084,-0.11543917,-0.10503736,-0.122811295,-0.10783884,-0.085789606,-0.12135204,-0.11471987,0.1193151,0.124118134,-0.11092137,-0.10913121,-0.11002536,-0.11556625,0.11661319,-0.1208758,-0.12626235,0.11457637,0.11625251,0.09026085,-0.11127283,0.114975214,-0.11970059,-0.112597376,0.101855606,-0.11857039,-0.11603568,-0.124452636,0.10324537,-0.13148408,0.11816796,-0.09487449,-0.095125586,-0.116162814,-0.10760822,0.10402058,-0.123833805,0.11295808,0.13231607,-0.124092564,0.013353977,-0.012510734,-0.0139414165,0.014652176,0.013556198,-0.014347906,0.01455609,0.0149906585,0.014592707,-0.014111176,-0.011381172,0.013421959,0.012195618,0.013852566,0.014580415,-0.014868954,-0.0125673525,0.015391006,0.012046703,-0.013554913,0.015545832,-0.013784412,-0.013130097,-0.014104101,-0.014557398,-0.013705236,0.014162463,0.012949575,0.013191587,0.0142536005,-0.013311203,-0.01465848,0.015456554,0.014634765,0.014474294,0.01170822,0.014771296,-0.014416672,-0.015082552,0.0141317,-0.011274215,-0.015300556,0.01347559,-0.011787083,-0.013950709,-0.013435164,-0.01409452,-0.014976658,-0.013561972,0.012871425,-0.014190819,-0.0137399305,-0.013753113,0.013710275,-0.011809492,-0.011677618,-0.013682919,-0.013656432,-0.012937858,-0.01506409,0.014837647,-0.014187301,0.012125706,-0.013285505
